,post_id,title,sentence,job_code_1A,job_code_1B,company,post_date,industry_id,industry_name,sector_id,sector_title,branch_id,branch_title,sub_branch_id,sub_branch_title,pjt_matched_other_branch_id,batch_id,run_no,job_salary_min,job_salary_max,job_salary_average,job_salary_unit,job_salary_remarks,job_salary_estimated,job_employment_type,job_employment_type_description,qualification,education_level,education_level_title,experience,working_experience,is_part_time,is_freelance,is_full_time,principal_job_title_matched,pjt_is_matched_custom_rule
1327,7042898,招聘會計兼行政文員,"職責： ;  處理一般會計單據、數據輸入、文件歸檔、日常公司開支處理等， ;  處理 full  set 全盤賬目    (  具備兩年相關工作經驗優先  ) ;  存貨管理、每日營銷數據、網購產品數據輸入及整理 ;  簡單行政工作、hr 人事工作 ;  要求：細心、具良好溝通技巧、有責任感 ;  月薪：12  ,  000 14  ,  000   (  另可享有表現獎金及員工福利  ) ;  工作時間：星期一至五  ,   上午 9 時至下午 5 時  ,   每週工作 5 天 ;  工作地點：荃灣網購倉 ;  公司主要業務：網購及一家小型零售門市 ;  有意請 whatsapp  5219 6756 或致電 2880 5072 查詢 ;  請注明申請職位",#N/A,,Select Pro Business Development Company Limited,3/11/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",16,"Retail sale of electrical household appliances, furniture and other household articles",0,202003,8,12000,14000,13000,0,"$12,000 - $14,000 (Monthly)",13000,1,Full Time,-- ,0,#N/A,2 ,0,0,0,1,0,0
384,6733429,招聘營運主管,"為配合公司業務發展，現招聘 營運主管（operation supervisor）一名 ;  主要職責： ;  主理及營運一間小型零售門市 ;  負責營銷策略、人事管理編排、優化管理 ;  貨物安排及貨存管理 ;  協助解決及優化營運問題 ;  副職責(可選)： ;  協助網購包裹處理 ;  電腦圖片處理（懂圖片設計或產品拍攝者優先） ;  要求：有責任感、有交戴，做事有條理， 有管理思維、優化思維、有營運經驗者優先 ;  月薪：全職 13   ,  000 18  ,  000   (  享有獎金及員工福利  )   工作時間：每天工作約 9  10 小時 ，輪休 工作地點：旺角(及荃灣  ) ;  有意請 whatsapp  5219 6756 或致電 2880 5072 查詢 ，請注明應徵職位",218,211,Select Pro Business Development Company Limited,2/21/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",16,"Retail sale of electrical household appliances, furniture and other household articles",0,202002,7,13000,18000,15500,0,"$13,000 - $18,000 (Monthly)",15500,1,Full Time,-- ,0,#N/A,-- ,0,0,0,1,0,0
381,12404615,採購主任,聯品企業集團有限公司 ;  創業於 1980 年，是香港知名的餐飲廚具設備的供應商 ;  我們專營飲食業雪櫃冷庫及電熱設備與配套用品一站式供應，更特設工程部專為各專門行業設計應用工具及產品，與整體策劃工程安裝，併成立專業團隊負責維修和保養，提供完善的售後服務 ;  門市分店遍佈港九新界，除了代理各國先進優質的冷凍設備及保鮮陳列櫃系列以配合各行各業的需要外，還提供廚房刀具，烘焙機械設備等，使顧客選用我們一站式的供應服務時，方便快捷，更有信心 ;  工作內容   : ;  處理採購事務，聯繫供應商，查詢價格，與供應商洽談合作 ;  負責商品資料整理，協助制定策略及價錢 ;  安排船務運輸 ;  支援門市產品資料提供 ;  與店鋪銷售人員緊密溝通聯繫，了解前線資訊，為公司帶來更多利潤 ;  製作銷售及庫存報表 ;  協助處理相關業務工作，完成上司指派工作 ;  要求   : ;  中學畢業 ;  具備兩年或以上採購  /   零售或相關經驗 ;  具備基本電腦知識及 ms  office 應用 ;  積極主動，接受新事物 ;  良好溝通技巧及協調能力 ;  良好英語與普通話 ;  all applications and data collected will be treated in strict confidence and used exclusively for recruitment purposes only,216,216,Luen Pun Enterprise Group Limited,11/24/2020 8:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,39,"Retail sale of electrical goods (excl. machinery, office and telecommunications equipment and appliances, audio and video equipment)",0,202011,2,0,0,0,#N/A,#N/A,0,1,Full Time,School Certificate,0,#N/A,2 years,0,0,0,0,1,1
1318,11361041,採購部文員,工作範圍： ;  採購部文書工作 ;  訂貨及一般跟單工作 ;  所需資歷： ;  中學程度 ;  具相關工作經驗者優先考慮 ;  懂中英文電腦操作 ;  工作勤奮，有責任心,#N/A,,Tai Pan Bread & Cakes Company Limited,3/16/2020 0:00:00,20,Retail Trade,1,#N/A,1,"Food, Beverages and Tobacco",2,"Retail sale of food, beverages and tobacco in specialised stores",0,202003,8,0,0,0,0,-,0,1,Full Time,Below F.5,0,#N/A,0-2,0,0,0,1,1,1
141,13699245,推廣員,"對潮流及高端電子產品有興趣 ;  負責為客戶推廣  ,   銷售電訊產品及服務 ;  良好溝通及人際關係技巧 ;  積極主動及以客為先 ;  具備零售經驗可被優先考慮",312,312,Hutchison Telecommunications (Hong Kong) Limited,12/7/2020 0:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,37,Retail sale of telecommunications equipment,0,202012,2,0,0,0,0,-,0,2,Part Time,"Diploma or equivalent, F.5- F.7 or DSE",0,#N/A,-,0,1,0,0,1,1
1291,11595470,收銀員 (全兼均可) (尖沙咀 3 間新店),"尖沙咀 3 間新店即將開業 ;  現誠聘以下職位  : ;  全職   /   兼職店務員   (  多名  ) ;  全職   /   兼職收銀員   (  多名  ) ;  全職   /   兼職理貨員   (  多名  ) ;  如有興趣  ,   可帶同身份證於下午 6 時前到店找經理面試   (  不用預約  ) ;  佐敦德成街 1  5 號康源閣地下 c  ,  d  ,  e 號舖  ( 全兼均可  ) ;  或 ;  致電 2586  3622 或 whatsapp    /   wechat 6641 9848 查詢 ;  (  請註明 理想工作地點  ,   以加快回覆速度  ) ;  聯絡我們： ;  有意應徵者，可以透過以下方式與我們聯絡 ;  電郵履歷 至：chanlaion@crv.com.hk",#N/A,,China Resources Vanguard (HK) Co Ltd,8/5/2020 8:00:00,20,Retail Trade,1,#N/A,2,Supermarkets,5,Convenience stores,0,202008,4,12000,12500,12250,0,"$12,000 - $12,500 (Monthly)",12250,1,Full Time,--,3,BACHELOR,--,0,1,0,1,1,1
213,12346650,文員,"工作內容   :   負責整理辦公室日常事務，包括整理文件、處理文書工作﹔良好溝通技巧、與業主及租客聯絡，計算租金﹔物料整理，登廣告，少量外勤 ;  要求學歷   :   中五程度 ;  1 年經驗 ;  良好粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  略懂讀寫英文 ;  懂 microsoft  office ;  懂英文打字 ;  懂中文打字 ;  具有基本電腦操作知識 ;  可即時上班優先，具良好溝通技巧 ;  上班時間   :   每月  $  10  ,  000     $  12  ,  000  ,   有銀行假期  ,   雙糧 及其他津貼/福利  ,   星期一至五  :   上午 10 時至下午 7 時  ,   每週工作 5 天  ,   每天工作 9 小時 ;  上班地址   :   旺角 ;  薪金   :   面議 ;  求職者可按 apply  now 申請",000,213,Kay XD Enterprise Limited,9/8/2020 0:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202009,5,10000,12000,11000,0,10k - 12k,11000,1,Full Time,"Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE",0,#N/A,1,0,0,0,1,0,0
368,11606204,文員 (長職),form 5 程度 ;  負責入單出單報關 ;  1 至 2 年經驗 ;  懂國語及英文 ;  對電腦有基本認識   (  懂 words & excel  ) ;  5 天工作 ;  年假 12 天 ;  銀行假期 ;  醫療福利 ;  年終花紅 ;  有意者請致電 陳小姐 2797 2144,0,000,-,7/13/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202007,4,0,0,0,0,--,0,1,Full Time,F.5 / HKCEE,0,#N/A,1-2,0,0,0,0,0,0
1277,12418856,文員 clerk (5-day work),"職責︰   協助處理客戶申請之文書工作    致電客戶核對資料，講解公司條款    支援一般文書工作    支援一般辦公室工作    處理部門主管委派的工作 ;  入職要求︰   流利廣東話，具備一般英語及普通話獲優先考慮    熟悉電腦操作，包括 ms  word、excel 及中英文打字    (  倉頡/速成  )      歡迎新人入職 ;  薪酬及待遇︰     月薪  $  12  ,  000+佣金     銀行假期，有薪年假，年終獎金     工作時間︰星期一至五，09  :  00 18  :  00     完善入職及在職培訓 ;  工作地點   :      觀塘萬泰利廣場 ;  有意者，請電郵履歷表至人事部 ;  (  申請人提供之資料絕對保密及只作招聘用途)",#N/A,,Hanberg Limited,11/10/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,41,Other retail sale not via stores and movable stalls,0,202011,2,0,0,0,#N/A,#N/A,0,1,Full Time,School Certificate,0,#N/A,1 year,0,0,0,0,1,1
623,7742624,文員/ 物流文員(clerk/ logistic clerk),"工作  : ;  負責一般物流運輸文書處理 ;  管理物流用品貨存 ;  安排物流事宜 ;  協助處理一般物流事務 ;  responsibilities  : ;  handle routine logistic & delivery documents ;  manage stock of logistic supplies ;  arrange logistics & delivery ;  assist in dealing with general delivery matters ;  要求  : ;  中五程度，microsoft office，中英文打字 ;  誠實、細心、盡責、穩定工作經驗 ;  具物流文員經驗者優先 ;  requirements  : ;  form 5  ,   microsoft office  ,   english & chinese typing ;  honest  ,   careful & responsible  ,   stable working history ;  preferably with logistic clerical experience ;  5 天工作 ，醫療保險及花紅等 ;  如有興趣者，請把履歷、現時及期望之待遇電郵給我們  ,   歡迎瀏覽本公司網頁 www ;  majorcellar ;  com",512,515,Major Cellar Company Limited,4/6/2020 8:00:00,20,Retail Trade,1,#N/A,1,"Food, Beverages and Tobacco",2,"Retail sale of food, beverages and tobacco in specialised stores",0,202004,10,0,0,0,#N/A,#N/A,0,1,Full Time,School Certificate,0,#N/A,1 year,0,0,0,1,1,1
852,11776406,文書助理,"一般文書工作，資料整理 ;  工作穩定，不須輪班 ;  可即時上班優先 ;  銀行假期 ;  有責任感，工作積極主動 ;  在職培訓 ;  月薪  $  14  ,  000     $  18  ,  000   (  視乎工作經驗  )       有意申請者請於辦公時間 致電 2805  1918 歐小姐 或電郵履歷表至 au ;  hrdept1@gmail.com 索取申請表格",#514,#000,-,9/3/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202009,5,0,0,0,0,--,0,1,Full Time,--,0,#N/A,--,0,1,0,1,0,0
53,5616144,新鮮食品部店務員 (海鮮 / 肉 / 芝士 / 蔬果 / 刺身及壽司),"時薪   $  55   $  68 特別日子獎金最高可達    $  1  ,  000 員工推薦獎金    $  800 前節日合約僱員更可額外獲發獎金最高可達    $  1  ,  300 歡迎本地 、海外留學生、家庭主婦及前僱員申請合約期： 一月上旬至二月中旬  (  2 3 星期   )   表現良好者有機會轉全職 ;  招聘熱線：2277 9826 黃小姐   /   2277 9819 吳小姐電郵：job@citysuper.comwhatsapp  :   6129 7102facebook  :   city'super   /   log on 招聘日",312,411,City Super,1/2/2020 8:00:00,20,Retail Trade,1,#N/A,2,Supermarkets,4,Supermarkets,0,202001,14,55,68,61.5,0,$55 - $68 (Hourly),61.5,1,Full Time,-- ,0,#N/A,-- ,0,1,0,0,1,1
878,12122665,普通話財務策劃管理培訓生 / financial planning management trainee - putonghua（18k+ / commission）,"工作範圍 job description  : ;  發展中國境外金融業務，為普通話客戶提供境外股票，基金，保險，資產管理等服務 ;  協辦金融市場講座，拓展中港潛在客户，需要時須到內地工作 ;  develop china market  ,   provide offshore wealth management services for putonghua speaking clients  ,   assist senior manager to organize seminars and marketing activities  ,   expand china and hong kong clients  ,   work in mainland if needed ;  月薪另加佣金  ,   勤工獎金及年終獎金   /   monthly allowance package plus commission  ,   incentives and year end bonus ;  醫療及其他福利   /   comprehensive medical coverage and other career benefits ;  專業在職培訓   /   professional training program ;  良好發展及晉升機會   /   excellent career prospect ;  可選於內地工作   /   optional work in mainland ;  贊助考取 cfp 及 cfa    /   subsidy for cfp and cfa ;  入職要求 requirements  : ;  大専畢業  ,   或以上   /   non degree teritary  ,   or above ;  良好普通話  ,   粵語及英語   /   language proficiency in putonghua and english ;  積極主動  ,   有上進心及良好溝通技巧   /   self motivated  ,   hardworking and good communication skills ;  誠邀在港內地學生及應屆畢業生   /   iang and fresh graduates welcome",#000,#000,-,10/5/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202010,2,0,0,0,0,--,0,1,Full Time,F.7 / HKAL,0,#N/A,--,0,1,1,1,1,1
101,12731816,書局售貨員,"職責  :   負責店舖日常工作，包括貨品陳列、銷售、收銀及顧客服務 ;  工作時間  :   星期一至曰 09  :  30 19  :  00 ;  (  須輪休  ) ;  暑假期間需要加班(有超時津貼  ) ;  工作地點  :   荃灣 ;  薪金  :   12k 15k ;  懂文具知識優先 ;  有意者請按“apply now”申請 ;  fax  :  3583 0361 ;  phone 3583 0362   (  朱小姐洽  ) ;  or whatsapp 9430 2453 ;  (  所有收集之個人資料只用作招聘用途  ) ;  員工購物優惠、加班費、醫療津貼 ;  sandy chu ;  8  /  f wiloson logistics centre  , ;  24 28 kung yip street ;  kwai chung ;  n.t ;  hong kong ;  phone  :  24800676",312,312,T.H. Lee Book Co .Ltd,10/29/2020 0:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",17,Retail sale of cultural and recreation goods in specialised stores,0,202010,2,12000,15000,13500,0,12k - 15k,13500,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,0-5,0,0,0,1,1,1
401,11441953,書展銷售助理 ( 室內 ),"dr max limited ;  與您攜手‧走得更遠 ;  dr max limited 成立於 2004 年 ，憑藉對幼兒教育的熱忱，加上專業的出版團隊，製作多類型優質教材，更榮獲「香港卓越服務名牌」及多個獎項 ;  除了自行研發、獲得名人推薦及家長推崇的 electronic  english 外 ，亦與迪士尼及華納兄弟等國際知名品牌合作出版，務求提升小朋友的學習興趣，增進親子互動，讓家長輕鬆見證孩子成長 ;  your trusted partner to walk further ;  established in 2004  ,   dr max limited specializes in producing quality children publications ;  with immense passion for education and a team of publishing professionals  ,   dr max has captured the hong kong premier service brand and many other awards ;  in addition to the well acclaimed electronic english  ,   dr max limited also collaborates in publishing with internationally renowned brands  ,   such as disney and warner brothers ;  this hopes to enhance childrens motivation in learning  ,   and to facilitate parent child interactions ;  職位詳情  : ;  書展日期   :   2020 年 7 月 15 21 日 （7 天 ） ;  工作時間   :   2020 年 7 月 15 16 日  10  :  00a.m ;  10  :  00p.m ;  設輪班制） ;  2020 年 7 月 17 18 日  10  :  00a.m ;  11  :  00p.m ;  設輪班制） ;  2020 年 7 月 19 20 日  10  :  00a.m ;  10  :  00p.m ;  設輪班制） ;  2020 年 7 月 21 日  9  :  00a.m ;  5  :  00p.m ;  工作地點   :   香港灣仔博覽道 1 號香港會議展覽中心 ;  每日工作 9 小時（包 1 小時午膳） ;  工作薪酬   :   日薪  $  650 + 勤工獎 + 佣金(如有  ) ;  只接受可出席最少 6 天或以上的申請 ;  培訓日期：待定(約 4 小時  ) ;  培訓地點：新界葵涌葵昌路 41  49 號樂聲工業中心 20 樓 b 室 ;  申請人必須完成有關培訓才可獲聘上述活動助理一職 ;  職責  : ;  於灣仔書展期間，協助公司進行推廣，招攬客戶活動 ;  協助銷售團隊推廣或銷售活動操作流暢 ;  負責客戶招攬、查詢及領取禮物等事宜 ;  協助保持場地秩序及整潔等 ;  要求  : ;  中學畢業  ,   經驗不拘  ,   有責任感  ,   主動明朗健談  ,   上進積極  ,   具團體協調性  ,   儀容良好 ;  (  歡迎應屆畢業生/家庭主婦申請  ) ;  有意者請以 ms  word  /  pdf 格式電郵   /  whatsapp  (  6201 0502  )  個人履歷申請(申請時請列明所申請職位名稱)或按 apply  now 申請 ;  所有申請人提供之資料將絕對保密及只作招聘用途 ;  申請人如在 6 星期內收不到面試邀請將被視作申請不成功  ,   有關申請資料亦將被刪除",411,312,DR-Max Limited,6/17/2020 0:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202006,10,0,0,0,0,-,0,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,0-5,0,0,0,0,1,1
1234,11332814,服務專員 ( 三天工作 ),"聖安娜於香港、澳門及珠江三角洲均設有零售店舖網絡，以自家品牌分銷自家生產之麵包西餅及節日食品 ;  聖安娜致力每天提供美味、新鮮及別出心裁的烘焙產品，讓顧客可與摯愛分享快樂一刻 ;  我們充滿熱誠的團隊致力提供優質及友善的服務，並透過多元化的產品和創新的推廣為顧客帶來無限歡樂 ;  迎新獎勵金高達   $  6  ,  000 ;  工作地點： 港九新界各分店 ;  工作範圍： 負責店舖日常運作，提供優質服務及達至銷售指標 ;  工作要求： 學歷及工作經驗不拘、積極、主動、友善及具備優質的服務態度 ;  工作時間： 06  :  30   21  :  30  (  每天工作 9 小時，需輪班)；每週工作 3 天，輪休 ;  員工福利： 有薪休息日、有薪用膳時間、家庭友善假、醫療福利、專業培訓、良好晉升機會、員工購物優惠、超時津貼、地區津貼、生日賀禮 ;  應徵者可透過以下途徑預約面試或查詢： ;  親臨各區店舖面試 ;  招聘熱線 2991 6680 ;  將姓名、電話和應徵職位 whatsapp 短訊到 ;  石小姐 5541 7876   (  新界北/馬鞍山  ) ;  潘小姐 6351 7223   (  西九龍/荃灣/大角咀  ) ;  黃小姐 6218 4871   (  東九龍  ) ;  吳小姐 9600 8972   (  紅磡/青衣/東涌  ) ;  陳小姐 6212 8346   (  將軍澳  ) ;  張小姐 6353 4966   (  新界西  ) ;  戴小姐 9783 5035   (  港島  ) ;  所有申請均獲嚴格保密 ;  應徵者所提供的個人資料只供作招聘用途 ;  若馮氏集團的其他成員公司有類似職位空缺，保留權利將申請人所提供之資料轉交其他成員公司作招聘用途 ;  應徵者需提供充足完整的資料以進行甄選 ;  應徵者有權查閱及改正所提供的個人資料，請以書面透過電郵向人力資源經理提出",#N/A,,Saint Honore Cake Shop Ltd,2/14/2020 0:00:00,20,Retail Trade,1,#N/A,1,"Food, Beverages and Tobacco",2,"Retail sale of food, beverages and tobacco in specialised stores",0,202002,7,0,0,0,0,-,0,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,0-1,0,0,0,1,0,0
1445,12434162,本地市場銷售員,必須有食品銷售經驗，主要街市，餐廳等 ;  電郵 hrtmfty@gmail.com 或 2455 2172 索取資料,#N/A,,-,11/19/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202011,2,0,0,0,0,--,0,1,Full Time,--,0,#N/A,--,0,0,0,0,1,1
122,12744757,業務員/ 高級業務員**,"編號   :   22 20 0050224 sa r2flzxvndthynnovvjzfbfljv0fdufznzejuufjyeljul2pkthbusjdeqt0  =   日期   :   28  /  12  /  2020 職位   :   業務員  /   高級業務員 *   *   公司/僱主名稱   :     地區   :   內地 行業   :   商用服務業 職責   :   定期上戶與客戶溝通，瞭解客戶需求，及時回饋客戶情況；有效傳遞並説明客戶瞭解我司最新政策和談判意願，協助業務部門進行簽單；協助客服部定期送節日禮品、簽收單據等，維繫客戶關係；協助法務部提交或辦理客戶業務材料 ;  條件成熟情況下，促進談判簽約，或能單獨和業主談判簽約 ;  (需長駐深圳  )   資歷   :   專上教育：文憑/證書 ;  良好粵語 ;  良好普通話 ;  一般英語 ;  懂讀寫中文 ;  略懂讀寫英文 ;  具備良好的溝通技巧，有銷售、服務業或保險工作經驗優先，良好人際關係處理技巧 待遇   :   每月  $  8  ,  000     $  10  ,  000  ,   星期一至五  :   上午 8 時半至下午 5 時半  ,   每週工作 5 天 申請須知   :   已登記的求職者請聯絡就業中心職員/致電電話就業服務熱線 29690888 安排轉介 ;  未登記者請先於網上或親臨就業中心登記 ;  求職者須預備履歷表給僱主 ;  備註   :     *    *   僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵",312/311,117,-,12/28/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202012,2,8000,10000,9000,0,"$8,000 - $10,000 (月薪)",9000,1,Full Time,專上教育：文憑/證書,0,#N/A,0年,0,0,0,0,0,0
378,11607224,業務拓展經理/主任,職責  : ;  探索新客戶和潛在客戶 ;  執行銷售和營銷活動並準備月度報告 ;  定期進行客戶拜訪以維持客戶關係 ;  發展並保持良好的業務關係，為客戶提供專業服務 ;  協助其他分配的工作 ;  入職要求  : ;  中五或以上學歷 ;  擁有 5 至 7 年銷售和市場營銷經驗者優先 ;  有管理百貨經驗優先 ;  以銷售目標為原動力，能自發激勵工作態度 ;  良好的溝通技巧 ;  有追求成功的熱誠 ;  積極主動，有責任心 ;  正能量及團隊精神 ;  其他福利  : ;  每週 5 天工作 ;  銀行假期 ;  醫療津貼 ;  交通津貼 ;  佣金 ;  雙糧 ;  年終花紅 ;  面試請攜同近照，工作證明及糧單 ;  申請人提供之全部資料絕對保密及只作招聘之用,116,214,AQ Bio Technology Group Limited,8/14/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202008,4,0,0,0,#N/A,#N/A,0,1,Full Time,Non-Degree Tertiary,0,#N/A,5 years,0,0,0,1,0,0
3,11270091,正官庄銷售員,工作職責：    負責日常店務運工包括收銀、產品陳列、倉存整理及盤點等  提供優質顧客服務，以專業知識銷售產品  須輪班工作       入職要求：    中五程度，良好粵語  最少 3 年零售工作經驗，具銷售保健產品經驗優先  細心 有禮 ，具良好客戶服務態度  懂 pos 系統，能獨立處理店舖運作  積極主動，守時       員工福利：   每月最少 6 天假期  公佣制度  產品銷售獎金  勤工獎金  儀容獎金  新人獎金  有薪年假  購物優惠  在職培訓  良好晉升機會         工作地點：   正官庄專門店   /   專櫃         有意者請 致電 2355 6888 或 whatsapp 至 5933 2039     (  申請人所提供之資料只供招聘用途，絶對保密  ),311,312,KOREA RED GINSENG (CHINA) COMPANY LIMITED,4/29/2020 0:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",20,Retail sale of Chinese drugs and herbs,0,202004,10,13000,16000,14500,0,$13000 - $16000 / Month,14500,1,Full Time,#N/A,0,#N/A,3,0,0,0,0,1,1
1034,12389678,水電維修技工,持有電工 a 牌，負責各中心設備日常保養及維修 ;  (   工作地點   :   荃灣   /   元朗   /   觀塘   /   太古城   )  福利  勤工獎  加班津貼  年終花紅  銀行假期  有薪年假  考試假期  醫療福利  在職培訓  良好晉升機會  結婚及分娩賀禮 whatsapp    /   電話：6191 3397email：personnel@kamlung.com 申請人提供之資料絕對保密只用作招聘用途,#N/A,,Kam Lung Motor Group Limited,11/9/2020 8:00:00,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,7,"Retail sale of motor vehicles, motorcycles and other transport equipment",0,202011,2,0,0,0,0,--,0,1,Full Time,--,0,#N/A,--,0,0,0,1,0,0
1004,12718356,汽車機械維修技師<br> vehicle mechanic,負責歐洲私家車的機械及電器維修及保養工作 ;  完成汽車機械維修學徒訓練計劃，或具「註冊車輛維修技工」資格 ;  具 3 年或以上私家車維修經驗，熟識歐洲車維修更佳 ;  持 1 及 2 類駕駛執照 ;  每月發放生產花紅 ;  沙田/葵涌區工作 ;  福利：5 天工作 、公眾假期、10 天有薪年假 、 ;  超時工作津貼、醫療津貼、人壽保險等 ;  有意者請按“apply now”申請 ;  有意請電 2927  3384 安排面試 ，或將個人履歷及要求待遇,#N/A,,WEARNES MOTORS (HK) LIMITED,10/14/2020 0:00:00,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,7,"Retail sale of motor vehicles, motorcycles and other transport equipment",0,202010,2,0,0,0,0,-,0,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,3-8,0,0,0,1,0,0
1273,12887295,油站營運經理及見⁯習經理多名,utm_source  =  govhk&utm_medium  =  organic&utm_campaign  =  joblists ;  ★ 獎金及醫療福利 ★  職 責   :    負責管理日常運作，銷售及培訓前線同事，   人手分配，努力達至公司目標業績 ;  有意應徵者可電郵履歷表至 https  :  /   /  www.cpjobs.com  /  hk  /  job  /  油站營運經理及見 習經理多名 3614106,#N/A,,Dynamic Management Ltd,11/25/2020 18:23:15,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,6,Retail sale of fuel,0,202011,2,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,0,#N/A,#N/A,0,0,0,0,1,1
896,11296795,治療師 (灣仔區 ),"perfect life 創建於 2007 是第一家有機抗老化傳家 ;  有高質素天然有機產品和健康及美容護理服務的美容集團公司  ,   以先進技術和具深資經驗的健康美容顧問提供優質服務給客人為本 ;  perfect life 相信  :   「健康的美,就是最美」以幫助每一個客人令他擁有身、心、靈健康成長的精神去服務公司集團的健康抗老事業不斷強大不斷發展外優質的護膚產品和健康食品同健康地向上發展 ;  現本公司正擴搌業務新店開張正在招聘多位優秀人才加入我們的團隊  : ;  提供最高佣金 重視員工感受 工作開心有尊嚴 ;  position   :   治療師 ;  (  月薪可高達 25k 至 40k 以上  ) ;  (  工作職責   ) ;  提供健康美容護理及先進美療機  ,   療程服務給顧客 ;  解答顧客療程及產品的查詢 ;  提供優質顧客服務 ;  (  入職要求  ) ;  具最少 3 年或以上美容師或相關經驗 ;  能提供人手護理及操作美療和健康療程機 ;  能給專業服務給顧客 ;  親切有禮、著重團隊精 ;  (  員工福利  ) ;  豐厚銷售薪酬佣金 ;  8 小時工作 ;  醫療福利 ;  勤工獎 ;  6 天例假  + 勞工假   =   每月 7 天 ;  10 天  至 14 天有薪年假 ;  生日禮物 ;  有薪在職培訓 ;  良好晉升機會 ;  員工購物優惠 ;  有興趣之 perfect life 求職者  請立即傳履歷   ""   click to apply now   "" ;  或 whatsapp   :   61557187 致電 謝先生   (  人力資源部  )   約見 ;  please visit our website   :   www.perfect life.com.hk",#215,#000,Perfect Life,1/7/2020 0:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202001,14,0,0,0,0,-,0,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,3-8,0,0,0,1,0,0
